shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
0000000000000000000a,16297,16257,1003321,19914
00000000000000000006,34117,34077,1003417,19044
00000000000000000005,46428,46388,1009255,8510
00000000000000000003,25600,25560,1009496,17061
0000000000000000000l,50976,50936,1005155,28639
0000000000000000000j,26183,26143,1011869,30431
0000000000000000000w,26457,26417,1006586,7621
0000000000000000000m,38818,38778,1003301,2855
0000000000000000000n,26705,26665,1007367,5685
0000000000000000000g,52778,52738,1014867,26353
0000000000000000000b,55620,55580,1001756,17428
0000000000000000000q,49998,49958,1007977,17450
0000000000000000000u,52584,52544,1013628,22774
00000000000000000008,15307,15267,1000296,11143
0000000000000000000h,56872,56832,1010430,21530
0000000000000000000i,52973,52933,1003405,10104
0000000000000000000p,9442,9402,1001902,12905
0000000000000000000d,2250,2210,1001143,22917
0000000000000000000v,34845,34805,1002275,2781
0000000000000000000f,22598,22558,1006981,6753
00000000000000000004,47122,47082,1002516,34178
0000000000000000000s,27572,27532,1008613,10824
00000000000000000009,35719,35679,1005163,19330
00000000000000000002,34100,34060,1009194,8160
0000000000000000000e,42314,42274,1007733,32760
0000000000000000000t,30042,30002,1003265,27683
00000000000000000001,29310,29270,1013105,15548
00000000000000000007,16897,16857,1011432,25757
0000000000000000000o,9469,9429,1015080,33008
0000000000000000000k,36300,36260,1013932,22522
0000000000000000000c,39472,39432,1007399,16086
0000000000000000000r,42299,42259,1003951,32244
0000000000000000000a,26412,26372,1002867,2814
00000000000000000006,3516,3476,1008351,28003
00000000000000000005,41208,41168,1010969,18495
00000000000000000003,8283,8243,1010684,8687
0000000000000000000l,28611,28571,1004862,2191
0000000000000000000j,14015,13975,1001103,30207
0000000000000000000w,7388,7348,1013249,9875
0000000000000000000m,15403,15363,1005921,2151
0000000000000000000n,17775,17735,1012003,20527
0000000000000000000g,1422,1382,1004398,7165
0000000000000000000b,34475,34435,1010683,33879
0000000000000000000q,33061,33021,1007293,30236
0000000000000000000u,48570,48530,1006640,16893
00000000000000000008,43949,43909,1006591,20875
0000000000000000000h,25700,25660,1001087,11746
0000000000000000000i,9574,9534,1009100,23353
0000000000000000000p,7199,7159,1001893,4064
0000000000000000000d,32467,32427,1010817,27420
0000000000000000000v,47140,47100,1009223,16247
0000000000000000000f,41442,41402,1009629,31657
00000000000000000004,19024,18984,1006837,4931
0000000000000000000s,45665,45625,1003286,28849
00000000000000000009,40960,40920,1001113,2755
00000000000000000002,2383,2343,1013112,33120
0000000000000000000e,11376,11336,1009571,14800
0000000000000000000t,43271,43231,1009305,21199
00000000000000000001,4373,4333,1013816,30005
00000000000000000007,48596,48556,1007026,748
0000000000000000000o,50241,50201,1011950,4558
0000000000000000000k,48319,48279,1015101,3003
0000000000000000000c,26577,26537,1003300,26705
0000000000000000000r,21802,21762,1006438,4703
0000000000000000000a,31576,31536,1014570,18230
00000000000000000006,31524,31484,1004217,11528
00000000000000000005,18940,18900,1014701,5539
00000000000000000003,26436,26396,1002584,16475
0000000000000000000l,9010,8970,1006156,12956
0000000000000000000j,3361,3321,1003150,32423
0000000000000000000w,3698,3658,1012505,2848
0000000000000000000m,20726,20686,1010400,5072
0000000000000000000n,5902,5862,1011762,27388
0000000000000000000g,18602,18562,1011456,27698
0000000000000000000b,32398,32358,1014168,2715
0000000000000000000q,30442,30402,1014229,15098
0000000000000000000u,57105,57065,1010062,4730
00000000000000000008,9356,9316,1001626,27040
0000000000000000000h,54446,54406,1002113,23055
0000000000000000000i,37441,37401,1011090,8733
0000000000000000000p,50812,50772,1004813,13323
0000000000000000000d,22249,22209,1001515,24070
0000000000000000000v,8898,8858,1003138,24766
0000000000000000000f,43613,43573,1009758,8249
00000000000000000004,44391,44351,1007170,17090
0000000000000000000s,32661,32621,1005465,28736
00000000000000000009,23405,23365,1012624,8478
00000000000000000002,54202,54162,1007738,21782
0000000000000000000e,6851,6811,1013218,2780
0000000000000000000t,48254,48214,1002752,3036
00000000000000000001,20031,19991,1004732,34691
00000000000000000007,37718,37678,1001031,31918
0000000000000000000o,17843,17803,1002133,23925
0000000000000000000k,8237,8197,1007767,1667
0000000000000000000c,34748,34708,1006851,3402
0000000000000000000r,57027,56987,1002529,23260
0000000000000000000a,44997,44957,1011759,28752
00000000000000000006,29054,29014,1014852,29056
00000000000000000005,21218,21178,1007874,31342
00000000000000000003,24963,24923,1005210,20272
0000000000000000000l,31226,31186,1005345,5677
0000000000000000000j,46827,46787,1003808,732
0000000000000000000w,22155,22115,1011523,1983
0000000000000000000m,51711,51671,1008022,28929
0000000000000000000n,4047,4007,1006982,608
0000000000000000000g,55834,55794,1002838,5844
0000000000000000000b,1783,1743,1001705,14206
0000000000000000000q,21834,21794,1012357,24679
0000000000000000000u,5567,5527,1008429,19476
00000000000000000008,37535,37495,1008668,13051
0000000000000000000h,35915,35875,1005543,3579
0000000000000000000i,20513,20473,1012118,12898
0000000000000000000p,54359,54319,1008426,21223
0000000000000000000d,44845,44805,1012196,13981
0000000000000000000v,42526,42486,1006312,10540
0000000000000000000f,41157,41117,1005212,9301
00000000000000000004,50057,50017,1006760,29584
0000000000000000000s,3791,3751,1013812,5401
00000000000000000009,7755,7715,1003141,7003
00000000000000000002,7746,7706,1009428,11389
0000000000000000000e,16271,16231,1002729,23664
0000000000000000000t,27825,27785,1004107,26517
00000000000000000001,23809,23769,1008437,16922
00000000000000000007,51967,51927,1001261,5088
0000000000000000000o,7035,6995,1004912,31260
0000000000000000000k,42932,42892,1000599,5312
0000000000000000000c,51774,51734,1003930,28817
0000000000000000000r,19293,19253,1004497,34807
0000000000000000000a,25863,25823,1010467,23042
00000000000000000006,49020,48980,1012438,3634
00000000000000000005,52846,52806,1009665,15192
00000000000000000003,37852,37812,1015269,30068
0000000000000000000l,50271,50231,1009787,28247
0000000000000000000j,55579,55539,1006935,7682
0000000000000000000w,40076,40036,1002988,10536
0000000000000000000m,7827,7787,1010784,11794
0000000000000000000n,24228,24188,1009409,9113
0000000000000000000g,53362,53322,1007187,5280
0000000000000000000b,3577,3537,1006550,8644
0000000000000000000q,55970,55930,1007080,12030
0000000000000000000u,34695,34655,1013068,11173
00000000000000000008,37696,37656,1015568,3785
0000000000000000000h,12519,12479,1002202,15943
0000000000000000000i,19868,19828,1010308,2808
0000000000000000000p,25239,25199,1001041,472
0000000000000000000d,10005,9965,1004734,14221
0000000000000000000v,11498,11458,1011182,13660
0000000000000000000f,6222,6182,1005722,5621
00000000000000000004,31828,31788,1002240,25447
0000000000000000000s,33539,33499,1015493,33402
00000000000000000009,6555,6515,1012460,18709
00000000000000000002,33055,33015,1014989,27443
0000000000000000000e,32498,32458,1013762,23639
0000000000000000000t,54642,54602,1008899,20467
00000000000000000001,13328,13288,1015135,10108
00000000000000000007,15640,15600,1003824,11168
0000000000000000000o,26492,26452,1012489,2575
0000000000000000000k,1232,1192,1014817,23132
0000000000000000000c,6234,6194,1003325,32249
0000000000000000000r,34575,34535,1004385,4024
0000000000000000000a,57261,57221,1010052,18667
00000000000000000006,47108,47068,1009107,17279
00000000000000000005,7700,7660,1003587,5330
00000000000000000003,53706,53666,1004205,13741
0000000000000000000l,1380,1340,1003526,25223
0000000000000000000j,24311,24271,1004055,3783
0000000000000000000w,37185,37145,1011335,15459
0000000000000000000m,37511,37471,1003655,13717
0000000000000000000n,18935,18895,1010257,19415
0000000000000000000g,33625,33585,1014367,2
0000000000000000000b,27367,27327,1005186,484
0000000000000000000q,12976,12936,1003055,17125
0000000000000000000u,30459,30419,1008850,16858
00000000000000000008,4914,4874,1007989,20258
0000000000000000000h,32414,32374,1008026,2289
0000000000000000000i,34314,34274,1004277,3332
0000000000000000000p,24854,24814,1012153,6320
0000000000000000000d,4848,4808,1007610,29395
0000000000000000000v,6449,6409,1000109,13377
0000000000000000000f,50973,50933,1009548,26812
00000000000000000004,25457,25417,1010306,13360
0000000000000000000s,50771,50731,1007548,33024
00000000000000000009,21197,21157,1011756,3166
00000000000000000002,19881,19841,1005393,8062
0000000000000000000e,1418,1378,1004826,28805
0000000000000000000t,33507,33467,1003195,19381
00000000000000000001,2631,2591,1013931,23379
00000000000000000007,27044,27004,1012449,26683
0000000000000000000o,34813,34773,1012327,16334
0000000000000000000k,14854,14814,1007608,4260
0000000000000000000c,41111,41071,1006685,30890
0000000000000000000r,38925,38885,1000206,21070
0000000000000000000a,9928,9888,1005261,6463
00000000000000000006,57385,57345,1004594,15751
00000000000000000005,51874,51834,1011474,11628
00000000000000000003,43493,43453,1013237,13892
0000000000000000000l,15351,15311,1003017,9472
0000000000000000000j,5191,5151,1006532,1567
0000000000000000000w,46546,46506,1013446,22468
0000000000000000000m,54156,54116,1002425,7847
0000000000000000000n,54391,54351,1013829,13855
0000000000000000000g,52589,52549,1003465,30623
0000000000000000000b,16517,16477,1012439,10544
0000000000000000000q,30121,30081,1009907,30566
0000000000000000000u,10876,10836,1010614,13524
00000000000000000008,22274,22234,1002902,33086
0000000000000000000h,45184,45144,1002022,6572
0000000000000000000i,24561,24521,1013571,16388
0000000000000000000p,33945,33905,1010280,18041
0000000000000000000d,4804,4764,1006943,21429
0000000000000000000v,52895,52855,1012364,30309
0000000000000000000f,7401,7361,1005013,34559
00000000000000000004,54593,54553,1012869,19623
0000000000000000000s,1470,1430,1013964,31808
00000000000000000009,46091,46051,1004602,1589
00000000000000000002,44049,44009,1013410,7850
0000000000000000000e,49900,49860,1002132,13609
0000000000000000000t,13483,13443,1015688,3164
00000000000000000001,53150,53110,1003234,6820
00000000000000000007,52276,52236,1002767,10265
0000000000000000000o,40774,40734,1013916,25034
0000000000000000000k,57374,57334,1008019,21090
0000000000000000000c,7688,7648,1003356,3627
0000000000000000000r,50802,50762,1011887,5256
0000000000000000000a,36627,36587,1012309,3150
00000000000000000006,53830,53790,1003120,1495
00000000000000000005,16830,16790,1001483,33944
00000000000000000003,35093,35053,1004514,14202
0000000000000000000l,18705,18665,1010729,977
0000000000000000000j,16835,16795,1010807,15312
0000000000000000000w,52915,52875,1014975,5393
0000000000000000000m,22606,22566,1011030,5067
0000000000000000000n,15619,15579,1012061,26178
0000000000000000000g,41227,41187,1009391,34887
0000000000000000000b,3148,3108,1002257,8462
0000000000000000000q,52155,52115,1015255,24059
0000000000000000000u,11492,11452,1008458,22104
00000000000000000008,54850,54810,1005386,27634
0000000000000000000h,26053,26013,1003132,9027
0000000000000000000i,57041,57001,1012403,11240
0000000000000000000p,6461,6421,1001195,19999
0000000000000000000d,53877,53837,1012949,26165
0000000000000000000v,28204,28164,1014454,31741
0000000000000000000f,15524,15484,1000101,24160
00000000000000000004,47057,47017,1006285,20821
0000000000000000000s,21026,20986,1005137,24465
00000000000000000009,10761,10721,1014738,20353
00000000000000000002,45850,45810,1012871,25279
0000000000000000000e,36399,36359,1014448,17335
0000000000000000000t,32772,32732,1015469,9299
00000000000000000001,20947,20907,1007452,12332
00000000000000000007,17797,17757,1003089,13582
0000000000000000000o,19857,19817,1002596,7081
0000000000000000000k,28013,27973,1003066,13551
0000000000000000000c,13811,13771,1012995,23520
0000000000000000000r,32523,32483,1006138,17953
0000000000000000000a,17211,17171,1012279,21298
00000000000000000006,55299,55259,1007763,26934
00000000000000000005,20412,20372,1014581,17833
00000000000000000003,29917,29877,1002024,15457
0000000000000000000l,30058,30018,1015406,19876
0000000000000000000j,21455,21415,1013236,9848
0000000000000000000w,10477,10437,1002775,20971
0000000000000000000m,25719,25679,1002314,8801
0000000000000000000n,14172,14132,1013858,29779
0000000000000000000g,19882,19842,1010080,6302
0000000000000000000b,1660,1620,1008862,25039
0000000000000000000q,41839,41799,1011667,17965
0000000000000000000u,15095,15055,1007149,8887
00000000000000000008,43242,43202,1002915,22443
0000000000000000000h,54612,54572,1005168,31044
0000000000000000000i,6068,6028,1015022,12423
0000000000000000000p,13242,13202,1008212,6276
0000000000000000000d,38775,38735,1007965,18747
0000000000000000000v,8528,8488,1008444,10326
0000000000000000000f,54076,54036,1014526,13723
00000000000000000004,43247,43207,1014946,20867
0000000000000000000s,55822,55782,1012725,18328
00000000000000000009,19087,19047,1006635,28793
00000000000000000002,9276,9236,1005381,5298
0000000000000000000e,35086,35046,1001922,17753
0000000000000000000t,14265,14225,1015092,31566
00000000000000000001,42388,42348,1000291,2600
00000000000000000007,47950,47910,1013792,29182
0000000000000000000o,17109,17069,1001308,33533
0000000000000000000k,30615,30575,1003878,14743
0000000000000000000c,40625,40585,1004857,22423
0000000000000000000r,21316,21276,1010162,26204
0000000000000000000a,48679,48639,1015105,34611
00000000000000000006,8984,8944,1007798,27368
00000000000000000005,30065,30025,1009811,22858
00000000000000000003,31391,31351,1014281,31471
0000000000000000000l,42079,42039,1012218,15754
0000000000000000000j,49693,49653,1008916,12354
0000000000000000000w,15706,15666,1004563,28743
0000000000000000000m,36142,36102,1003972,2156
0000000000000000000n,36463,36423,1007113,21737
0000000000000000000g,14142,14102,1010906,29913
0000000000000000000b,12622,12582,1000065,15677
0000000000000000000q,44794,44754,1015489,29114
0000000000000000000u,30184,30144,1012023,27251
00000000000000000008,297,257,1009238,25156
0000000000000000000h,50538,50498,1006622,12756
0000000000000000000i,20190,20150,1002235,19974
0000000000000000000p,29240,29200,1006736,33564
0000000000000000000d,17540,17500,1004552,22245
0000000000000000000v,34914,34874,1001310,17099
0000000000000000000f,39296,39256,1004985,2469
00000000000000000004,19457,19417,1006093,23148
0000000000000000000s,3115,3075,1006811,1648
00000000000000000009,44169,44129,1008877,10577
00000000000000000002,57969,57929,1013561,12846
0000000000000000000e,18438,18398,1004018,8639
0000000000000000000t,52224,52184,1002308,19219
00000000000000000001,28190,28150,1003096,7751
00000000000000000007,12136,12096,1013501,15947
0000000000000000000o,27185,27145,1010299,31220
0000000000000000000k,45782,45742,1003108,13231
0000000000000000000c,54167,54127,1015603,1806
0000000000000000000r,45280,45240,1004866,7524
0000000000000000000a,47793,47753,1005314,20754
00000000000000000006,55921,55881,1005856,22318
00000000000000000005,22837,22797,1013764,794
00000000000000000003,16749,16709,1000842,17894
0000000000000000000l,43498,43458,1003517,30219
0000000000000000000j,16561,16521,1004848,12779
0000000000000000000w,6859,6819,1001246,24002
0000000000000000000m,50190,50150,1001282,8310
